Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,126.699997,129.440002,124.230003,128.869995,109.526512,6188700
2006-01-04,127.349998,128.910004,126.379997,127.089996,108.013680,4861600
2006-01-05,126.000000,127.320000,125.610001,127.040001,107.971184,3717400
2006-01-06,127.290001,129.250000,127.290001,128.839996,109.500999,4319600
2006-01-09,128.500000,130.619995,128.000000,130.389999,110.818359,4723500
2006-01-10,130.050003,132.949997,130.020004,132.029999,112.212181,5536800
2006-01-11,131.449997,133.800003,131.419998,131.970001,112.161201,4671400
2006-01-12,131.399994,133.210007,131.380005,132.250000,112.399178,3725500
2006-01-13,132.020004,133.660004,131.899994,133.259995,113.257523,2894900
2006-01-17,131.000000,133.130005,130.589996,132.589996,112.688118,3621600
2006-01-18,131.059998,132.679993,131.009995,132.369995,112.501144,4302700
2006-01-19,132.720001,134.820007,132.710007,133.820007,113.733521,5010700
2006-01-20,132.850006,134.059998,131.250000,131.440002,111.919807,5679900
2006-01-23,131.639999,134.179993,131.639999,132.869995,113.137459,3847900
2006-01-24,132.630005,134.089996,132.339996,133.000000,113.248146,3758000
2006-01-25,133.649994,134.039993,132.460007,133.559998,113.725014,3740500
2006-01-26,133.009995,138.360001,133.009995,137.399994,116.994698,4808200
2006-01-27,137.929993,139.750000,137.100006,138.940002,118.306015,3687900
2006-01-30,139.550003,140.639999,138.710007,139.869995,119.097893,3168600
2006-01-31,139.729996,141.860001,138.449997,141.250000,120.272957,4906200
2006-02-01,141.399994,142.949997,140.429993,141.710007,120.664635,3635900
2006-02-02,142.270004,143.770004,141.399994,142.520004,121.354309,3711000
2006-02-03,141.550003,143.119995,140.699997,142.740005,121.541656,4178900
2006-02-06,142.610001,144.100006,141.600006,142.820007,121.609787,3849300
2006-02-07,142.350006,143.309998,139.479996,139.479996,118.765839,5207700
2006-02-08,140.100006,141.929993,139.320007,141.139999,120.179321,4481400
2006-02-09,141.139999,142.850006,140.490005,140.850006,119.932388,3059500
2006-02-10,140.669998,141.850006,137.800003,140.809998,119.898315,4433100
2006-02-13,139.649994,141.800003,139.149994,139.649994,118.910576,2155200
2006-02-14,141.199997,142.320007,138.770004,141.779999,120.724220,3003100
2006-02-15,142.000000,145.500000,141.399994,145.139999,123.585243,4330700
2006-02-16,146.100006,146.350006,144.210007,145.899994,124.232361,2847300
2006-02-17,146.190002,146.220001,144.059998,145.539993,123.925873,2407200
2006-02-21,145.559998,145.750000,143.009995,143.449997,122.146210,2539800
2006-02-22,143.449997,145.529999,143.229996,145.529999,123.917366,2664200
2006-02-23,145.610001,145.610001,143.789993,143.960007,122.580505,2457400
2006-02-24,143.050003,145.399994,143.050003,144.160004,122.750740,2314700
2006-02-27,144.809998,145.250000,143.339996,143.820007,122.461304,2282200
2006-02-28,143.600006,144.160004,141.110001,141.289993,120.307030,3911700
2006-03-01,141.979996,143.740005,141.559998,143.149994,121.890762,2989900
2006-03-02,143.070007,144.860001,142.240005,144.000000,122.614594,2902300
2006-03-03,143.500000,147.479996,143.100006,146.000000,124.317566,4042700
2006-03-06,146.539993,147.080002,144.309998,145.020004,123.483086,2900600
2006-03-07,144.369995,144.460007,143.169998,144.279999,122.852966,2775400
2006-03-08,143.550003,144.669998,141.259995,142.490005,121.328766,3633100
2006-03-09,142.660004,143.399994,141.199997,141.699997,120.656105,2262100
2006-03-10,141.630005,142.449997,140.149994,141.529999,120.511353,3247000
2006-03-13,141.550003,142.949997,139.179993,140.720001,119.821617,4945700
2006-03-14,145.919998,149.500000,145.619995,149.419998,127.229599,11360100
2006-03-15,148.300003,149.639999,147.589996,149.000000,126.872025,7557100
2006-03-16,149.100006,149.690002,147.449997,147.690002,125.756523,6025800
2006-03-17,148.250000,151.539993,148.029999,150.360001,128.030045,6670000
2006-03-20,150.050003,152.660004,149.800003,152.179993,129.579742,4896800
2006-03-21,151.610001,152.000000,149.009995,149.399994,127.212593,4460600
2006-03-22,148.300003,152.360001,148.300003,151.820007,129.273178,3770800
2006-03-23,151.169998,151.960007,150.449997,151.669998,129.145477,3852700
2006-03-24,151.679993,152.570007,150.880005,152.169998,129.571228,2651700
